-4988.306325798366,0.0,38.0
-4919.024293495611,0.0,38.0
-4884.383277344234,20.0,38.0
-4884.383277344234,-20.0,38.0
-4849.742261192856,0.0,38.0
-4815.101245041478,20.0,38.0
-4780.460228890101,40.0,38.0
-4815.101245041478,-20.0,38.0
-4780.460228890101,0.0,38.0
-4745.819212738723,20.0,38.0
-4711.178196587345,40.0,38.0
-4676.5371804359675,60.0,38.0
-4780.460228890101,-40.0,38.0
-4745.819212738723,-20.0,38.0
-4711.178196587346,0.0,38.0
-4676.537180435968,20.0,38.0
-4641.896164284591,40.0,38.0
-4607.255148133214,60.0,38.0
-4572.614131981836,80.0,38.0
-4711.178196587345,-40.0,38.0
-4676.537180435968,-20.0,38.0
-4641.896164284591,0.0,38.0
-4607.255148133213,20.0,38.0
-4572.614131981836,40.0,38.0
-4537.9731158304585,60.0,38.0
-4503.332099679081,80.0,38.0
-4468.691083527703,100.0,38.0
-4676.5371804359675,-60.0,38.0
-4641.896164284591,-40.0,38.0
-4607.255148133213,-20.0,38.0
-4572.614131981835,0.0,38.0
-4537.9731158304585,20.0,38.0
-4503.332099679081,40.0,38.0
-4468.691083527703,60.0,38.0
-4434.050067376325,80.0,38.0
-4399.409051224948,100.0,38.0
-4607.255148133214,-60.0,38.0
-4572.614131981836,-40.0,38.0
-4537.9731158304585,-20.0,38.0
-4503.332099679081,0.0,38.0
-4468.691083527703,20.0,38.0
-4434.050067376325,40.0,38.0
-4399.409051224948,60.0,38.0
-4364.76803507357,80.0,38.0
-4330.127018922192,100.0,38.0
-4295.4860027708155,120.0,38.0
-4572.614131981836,-80.0,38.0
-4537.9731158304585,-60.0,38.0
-4503.332099679081,-40.0,38.0
-4468.691083527703,-20.0,38.0
-4434.050067376325,0.0,38.0
-4399.409051224948,20.0,38.0
-4364.76803507357,40.0,38.0
-4330.127018922192,60.0,38.0
-4295.486002770815,80.0,38.0
-4260.844986619438,100.0,38.0
-4226.20397046806,120.0,38.0
-4191.562954316682,140.0,38.0
-4503.332099679081,-80.0,38.0
-4468.691083527703,-60.0,38.0
-4434.050067376325,-40.0,38.0
-4399.409051224948,-20.0,38.0
-4364.76803507357,0.0,38.0
-4330.127018922192,20.0,38.0
-4295.486002770815,40.0,38.0
-4260.844986619437,60.0,38.0
-4226.20397046806,80.0,38.0
-4191.562954316682,100.0,38.0
-4156.921938165305,120.0,38.0
-4122.280922013928,140.0,38.0
-4087.6399058625498,160.0,38.0
-4468.691083527703,-100.0,38.0
-4434.050067376325,-80.0,38.0
-4399.409051224948,-60.0,38.0
-4364.76803507357,-40.0,38.0
-4330.127018922192,-20.0,38.0
-4295.4860027708155,0.0,38.0
-4260.844986619438,20.0,38.0
-4226.20397046806,40.0,38.0
-4191.562954316682,60.0,38.0
-4156.921938165306,80.0,38.0
-4122.280922013928,100.0,38.0
-4087.63990586255,120.0,38.0
-4052.9988897111725,140.0,38.0
-4018.357873559795,160.0,38.0
-3983.7168574084176,180.0,38.0
-4399.409051224948,-100.0,38.0
-4364.76803507357,-80.0,38.0
-4330.127018922192,-60.0,38.0
-4295.486002770815,-40.0,38.0
-4260.844986619438,-20.0,38.0
-4226.20397046806,0.0,38.0
-4191.562954316682,20.0,38.0
-4156.921938165305,40.0,38.0
-4122.280922013928,60.0,38.0
-4087.63990586255,80.0,38.0
-4052.9988897111725,100.0,38.0
-4018.357873559795,120.0,38.0
-3983.716857408417,140.0,38.0
-3949.07584125704,160.0,38.0
-3914.434825105662,180.0,38.0
-3879.793808954285,200.0,38.0
-4330.127018922192,-100.0,38.0
-4295.486002770815,-80.0,38.0
-4260.844986619437,-60.0,38.0
-4226.20397046806,-40.0,38.0
-4191.562954316682,-20.0,38.0
-4156.921938165305,0.0,38.0
-4122.280922013927,20.0,38.0
-4087.6399058625498,40.0,38.0
-4052.9988897111725,60.0,38.0
-4018.357873559795,80.0,38.0
-3983.716857408417,100.0,38.0
-3949.0758412570394,120.0,38.0
-3914.434825105662,140.0,38.0
-3879.7938089542845,160.0,38.0
-3845.1527928029072,180.0,38.0
-3810.5117766515295,200.0,38.0
-4295.4860027708155,-120.0,38.0
-4260.844986619438,-100.0,38.0
-4226.20397046806,-80.0,38.0
-4191.562954316682,-60.0,38.0
-4156.921938165305,-40.0,38.0
-4122.280922013927,-20.0,38.0
-4087.6399058625498,0.0,38.0
-4052.9988897111725,20.0,38.0
-4018.357873559795,40.0,38.0
-3983.716857408417,60.0,38.0
-3949.0758412570394,80.0,38.0
-3914.434825105662,100.0,38.0
-3879.793808954285,120.0,38.0
-3845.1527928029072,140.0,38.0
-3810.5117766515295,160.0,38.0
-3775.870760500152,180.0,38.0
-3741.229744348774,200.0,38.0
-3706.588728197397,220.0,38.0
-4226.20397046806,-120.0,38.0
-4191.562954316682,-100.0,38.0
-4156.921938165306,-80.0,38.0
-4122.280922013928,-60.0,38.0
-4087.6399058625498,-40.0,38.0
-4052.9988897111725,-20.0,38.0
